,online_order,book_table,rate,votes,location,restrofacility,cuisines,cost for two,restro type,outlet location
22131,1,0,4.0,200,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22132,0,0,4.2,386,JP Nagar,Cafe,other,700,Dine-out,JP Nagar
22133,1,0,4.1,181,JP Nagar,Casual Dining,other,700,Dine-out,JP Nagar
22134,1,0,3.7,218,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out,JP Nagar
22135,0,0,3.8,117,JP Nagar,Quick Bites,"North Indian, Chinese, Biryani",350,Dine-out,JP Nagar
22136,0,0,3.8,59,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out,JP Nagar
22137,0,0,3.7,536,JP Nagar,Casual Dining,other,950,Dine-out,JP Nagar
22138,0,0,3.8,234,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22139,1,0,4.0,180,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,JP Nagar
22140,0,0,3.232387726934919,0,other,other,other,1500,Dine-out,JP Nagar
22141,1,0,3.9,85,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22142,1,1,3.9,728,JP Nagar,Cafe,other,800,Dine-out,JP Nagar
22143,0,0,3.1,97,JP Nagar,Casual Dining,other,650,Dine-out,JP Nagar
22144,0,0,3.7,246,JP Nagar,Casual Dining,other,450,Dine-out,JP Nagar
22145,0,0,2.9,60,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22146,1,0,3.7,125,JP Nagar,other,other,400,Dine-out,JP Nagar
22147,1,0,3.7,666,JP Nagar,Casual Dining,other,650,Dine-out,JP Nagar
22148,0,0,3.232387726934919,0,JP Nagar,Cafe,Cafe,600,Dine-out,JP Nagar
22149,0,0,3.7,203,JP Nagar,Casual Dining,other,900,Dine-out,JP Nagar
22150,0,0,4.1,522,JP Nagar,Cafe,other,550,Dine-out,JP Nagar
22151,0,0,2.9,51,JP Nagar,Casual Dining,other,600,Dine-out,JP Nagar
22152,1,0,3.8,49,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22153,1,0,3.7,98,JP Nagar,Casual Dining,other,500,Dine-out,JP Nagar
22154,0,0,4.0,99,JP Nagar,Casual Dining,other,850,Dine-out,JP Nagar
22155,0,0,3.232387726934919,0,JP Nagar,Casual Dining,North Indian,800,Dine-out,JP Nagar
22156,1,0,3.6,18,JP Nagar,other,other,200,Dine-out,JP Nagar
22157,1,1,4.4,4410,JP Nagar,other,other,600,Dine-out,JP Nagar
22158,0,0,4.0,194,JP Nagar,Casual Dining,other,500,Dine-out,JP Nagar
22159,1,0,3.6,519,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22160,0,0,3.8,179,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22161,0,1,3.9,165,JP Nagar,Casual Dining,other,1000,Dine-out,JP Nagar
22162,1,0,3.7,132,JP Nagar,Cafe,other,400,Dine-out,JP Nagar
22163,1,1,4.2,239,JP Nagar,other,other,600,Dine-out,JP Nagar
22164,0,0,3.4,97,JP Nagar,"Casual Dining, Bar",other,1100,Dine-out,JP Nagar
22165,1,0,2.6,208,JP Nagar,Casual Dining,other,650,Dine-out,JP Nagar
22166,0,0,3.8,82,JP Nagar,other,other,1000,Dine-out,JP Nagar
22167,0,0,3.7,34,JP Nagar,Cafe,other,500,Dine-out,JP Nagar
22168,1,0,3.9,410,JP Nagar,Casual Dining,"North Indian, Chinese",500,Dine-out,JP Nagar
22169,1,0,3.8,46,JP Nagar,Cafe,other,450,Dine-out,JP Nagar
22170,1,0,3.7,43,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,JP Nagar
22171,1,0,2.9,51,JP Nagar,Casual Dining,"North Indian, Chinese",500,Dine-out,JP Nagar
22172,1,0,3.6,10,JP Nagar,Cafe,other,500,Dine-out,JP Nagar
22173,0,0,3.3,177,JP Nagar,Casual Dining,other,950,Dine-out,JP Nagar
22174,0,0,3.2,6,JP Nagar,Casual Dining,other,800,Dine-out,JP Nagar
22175,1,0,3.6,16,JP Nagar,Casual Dining,South Indian,400,Dine-out,JP Nagar
22176,1,0,3.232387726934919,0,JP Nagar,Casual Dining,other,800,Dine-out,JP Nagar
22177,1,0,3.6,70,JP Nagar,Casual Dining,"Chinese, North Indian",600,Dine-out,JP Nagar
22178,1,0,3.8,146,JP Nagar,Casual Dining,Chinese,600,Dine-out,JP Nagar
22179,0,0,3.2,8,JP Nagar,Quick Bites,North Indian,300,Dine-out,JP Nagar
22180,0,0,3.5,134,JP Nagar,Casual Dining,"North Indian, Chinese",650,Dine-out,JP Nagar
22181,1,0,3.7,37,JP Nagar,Casual Dining,other,800,Dine-out,JP Nagar
22182,0,0,4.0,88,JP Nagar,Casual Dining,other,500,Dine-out,JP Nagar
22183,0,0,3.6,41,JP Nagar,other,other,400,Dine-out,JP Nagar
22184,1,0,3.1,320,JP Nagar,Casual Dining,other,700,Dine-out,JP Nagar
22185,1,0,2.6,18,JP Nagar,Cafe,Cafe,500,Dine-out,JP Nagar
22186,1,0,3.6,96,JP Nagar,Casual Dining,other,600,Dine-out,JP Nagar
22187,0,0,3.6,30,JP Nagar,Casual Dining,other,450,Dine-out,JP Nagar
22188,0,0,3.4,48,JP Nagar,Cafe,other,550,Dine-out,JP Nagar
22189,0,0,2.7,43,JP Nagar,Casual Dining,other,1000,Dine-out,JP Nagar
22190,1,0,2.8,39,JP Nagar,Casual Dining,Chinese,1000,Dine-out,JP Nagar
22191,1,0,3.2,20,JP Nagar,Casual Dining,other,700,Dine-out,JP Nagar
22192,1,0,4.1,2402,JP Nagar,Casual Dining,other,750,Dine-out,JP Nagar
22193,0,0,2.3,176,JP Nagar,Casual Dining,North Indian,450,Dine-out,JP Nagar
22194,0,0,3.8,33,JP Nagar,Cafe,Cafe,300,Dine-out,JP Nagar
22195,0,0,3.9,30,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,JP Nagar
22196,0,0,3.9,194,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22197,1,0,3.1,34,JP Nagar,Cafe,other,900,Dine-out,JP Nagar
22198,1,0,3.0,64,JP Nagar,Casual Dining,other,750,Dine-out,JP Nagar
22199,0,0,3.5,65,JP Nagar,Casual Dining,other,750,Dine-out,JP Nagar
22200,0,0,2.7,39,JP Nagar,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out,JP Nagar
22201,0,0,2.8,56,JP Nagar,other,North Indian,1200,Dine-out,JP Nagar
22202,0,0,3.1,16,JP Nagar,Casual Dining,other,700,Dine-out,JP Nagar
22203,0,0,3.5,44,JP Nagar,Casual Dining,"Chinese, North Indian",1000,Dine-out,JP Nagar
22204,0,0,3.4,6,JP Nagar,Cafe,other,600,Dine-out,JP Nagar
22205,0,0,3.0,55,JP Nagar,Casual Dining,other,800,Dine-out,JP Nagar
22206,0,0,3.6,25,JP Nagar,Casual Dining,other,550,Dine-out,JP Nagar
22207,0,0,3.1,14,JP Nagar,"Casual Dining, Bar","North Indian, Chinese",700,Dine-out,JP Nagar
22208,0,0,3.4,9,JP Nagar,Casual Dining,other,500,Dine-out,JP Nagar
22209,0,0,3.2,4,JP Nagar,Casual Dining,other,600,Dine-out,JP Nagar
22210,0,0,0.0,0,JP Nagar,Casual Dining,other,450,Dine-out,JP Nagar
22211,0,0,0.0,0,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22212,1,0,3.0,57,JP Nagar,Casual Dining,other,650,Dine-out,JP Nagar
22213,0,0,3.7,48,JP Nagar,Casual Dining,other,800,Dine-out,JP Nagar
22214,0,0,0.0,0,JP Nagar,other,other,300,Dine-out,JP Nagar
22215,0,0,3.3,6,JP Nagar,other,other,150,Dine-out,JP Nagar
22216,0,0,3.4,9,other,other,Fast Food,200,Dine-out,JP Nagar
22217,0,0,0.0,0,JP Nagar,Casual Dining,South Indian,500,Dine-out,JP Nagar
22218,0,0,0.0,0,JP Nagar,Casual Dining,other,400,Dine-out,JP Nagar
22219,0,0,3.232387726934919,0,JP Nagar,Casual Dining,other,400,Dine-out,JP Nagar
22220,0,0,3.1,10,JP Nagar,other,other,200,Dine-out,JP Nagar
22221,0,0,0.0,0,JP Nagar,Casual Dining,other,550,Dine-out,JP Nagar
22222,0,0,0.0,0,JP Nagar,Casual Dining,other,800,Dine-out,JP Nagar
22223,0,0,0.0,0,JP Nagar,Casual Dining,North Indian,600,Dine-out,JP Nagar
22224,0,0,0.0,0,JP Nagar,"Casual Dining, Bar","South Indian, North Indian",700,Dine-out,JP Nagar
22225,0,0,0.0,0,JP Nagar,other,"North Indian, South Indian, Chinese",1200,Dine-out,JP Nagar
22226,1,0,3.6,43,JP Nagar,Casual Dining,other,600,Dine-out,JP Nagar
22227,1,0,3.7,127,JP Nagar,Cafe,other,700,Dine-out,JP Nagar
22228,0,1,3.5,54,JP Nagar,other,other,1300,Dine-out,JP Nagar
22229,1,0,3.9,185,JP Nagar,Casual Dining,other,750,Dine-out,JP Nagar
22230,0,0,3.5,30,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22231,0,0,3.0,54,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22232,1,0,2.7,85,JP Nagar,Cafe,other,500,Dine-out,JP Nagar
22233,1,0,3.8,187,JP Nagar,Cafe,other,500,Dine-out,JP Nagar
22234,1,0,4.0,260,JP Nagar,Quick Bites,North Indian,300,Dine-out,JP Nagar
22235,1,0,3.232387726934919,0,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22236,0,0,4.1,873,JP Nagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22237,0,0,4.1,98,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22238,1,1,4.0,205,JP Nagar,Quick Bites,other,700,Dine-out,JP Nagar
22239,1,0,3.6,49,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22240,0,0,3.9,440,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22241,1,0,4.3,539,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22242,1,0,3.9,37,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22243,1,0,3.232387726934919,0,JP Nagar,Quick Bites,North Indian,250,Dine-out,JP Nagar
22244,1,0,3.8,22,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22245,1,0,3.232387726934919,0,JP Nagar,Quick Bites,other,700,Dine-out,JP Nagar
22246,1,0,3.6,60,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22247,1,0,4.1,140,JP Nagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22248,1,0,3.8,217,JP Nagar,Quick Bites,North Indian,450,Dine-out,JP Nagar
22249,1,0,3.9,313,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22250,1,0,3.8,184,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22251,1,0,3.5,7,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22252,1,0,4.0,319,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22253,1,0,3.6,10,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22254,1,0,4.0,99,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22255,0,0,3.232387726934919,0,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22256,0,0,3.232387726934919,0,JP Nagar,Quick Bites,North Indian,700,Dine-out,JP Nagar
22257,0,0,4.0,36,JP Nagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22258,1,0,4.1,206,JP Nagar,other,other,400,Dine-out,JP Nagar
22259,1,0,3.9,261,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22260,1,0,3.6,12,JP Nagar,Quick Bites,"North Indian, South Indian, Chinese",500,Dine-out,JP Nagar
22261,0,0,3.3,5,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22262,1,0,3.7,43,JP Nagar,Quick Bites,"North Indian, Chinese",500,Dine-out,JP Nagar
22263,0,0,3.232387726934919,0,JP Nagar,Quick Bites,North Indian,200,Dine-out,JP Nagar
22264,1,0,4.0,113,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22265,1,0,3.7,81,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22266,1,0,3.4,5,JP Nagar,Quick Bites,"Chinese, North Indian",300,Dine-out,JP Nagar
22267,1,0,3.9,38,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22268,1,0,3.8,46,JP Nagar,Quick Bites,other,450,Dine-out,JP Nagar
22269,0,0,3.6,12,JP Nagar,Quick Bites,South Indian,150,Dine-out,JP Nagar
22270,0,0,0.0,0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,JP Nagar
22271,1,0,3.7,33,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22272,1,0,3.5,47,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,JP Nagar
22273,0,0,3.8,40,JP Nagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22274,1,0,3.7,132,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22275,0,0,3.6,20,JP Nagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22276,1,0,3.2,44,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22277,1,0,3.0,354,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22278,1,0,3.8,171,JP Nagar,Quick Bites,North Indian,250,Dine-out,JP Nagar
22279,1,0,3.232387726934919,0,JP Nagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22280,1,0,3.4,6,JP Nagar,Quick Bites,North Indian,500,Dine-out,JP Nagar
22281,0,0,3.5,10,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22282,0,0,3.4,24,JP Nagar,other,other,600,Dine-out,JP Nagar
22283,1,0,3.6,33,JP Nagar,Quick Bites,Fast Food,200,Dine-out,JP Nagar
22284,1,0,3.7,171,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22285,1,0,3.7,23,JP Nagar,Quick Bites,other,350,Dine-out,JP Nagar
22286,1,0,2.5,321,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22287,1,0,4.0,273,JP Nagar,Quick Bites,other,600,Dine-out,JP Nagar
22288,1,0,3.4,12,JP Nagar,other,other,300,Dine-out,JP Nagar
22289,1,0,3.3,4,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22290,1,0,0.0,0,JP Nagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22291,1,0,3.1,55,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22292,1,0,3.9,92,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22293,0,0,4.2,378,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,JP Nagar
22294,0,0,3.2,7,JP Nagar,Quick Bites,North Indian,200,Dine-out,JP Nagar
22295,1,0,3.3,13,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22296,0,0,3.9,115,JP Nagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22297,0,0,3.232387726934919,0,JP Nagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22298,1,0,3.9,386,JP Nagar,Quick Bites,other,600,Dine-out,JP Nagar
22299,1,0,3.3,212,JP Nagar,Quick Bites,other,350,Dine-out,JP Nagar
22300,1,0,3.7,55,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22301,1,0,3.7,117,JP Nagar,Quick Bites,North Indian,150,Dine-out,JP Nagar
22302,1,0,3.1,39,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22303,1,0,3.7,82,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22304,0,0,3.1,138,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22305,0,0,2.9,231,JP Nagar,Dessert Parlor,other,800,Dine-out,JP Nagar
22306,1,0,3.7,19,JP Nagar,Quick Bites,North Indian,800,Dine-out,JP Nagar
22307,1,0,3.6,48,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22308,0,0,3.2,5,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22309,0,0,3.3,6,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22310,0,0,3.6,140,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22311,0,0,3.3,4,JP Nagar,Quick Bites,North Indian,350,Dine-out,JP Nagar
22312,0,0,3.4,25,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22313,0,0,0.0,0,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22314,0,0,0.0,0,JP Nagar,Quick Bites,South Indian,150,Dine-out,JP Nagar
22315,1,0,3.2,18,JP Nagar,other,other,300,Dine-out,JP Nagar
22316,1,0,3.3,12,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22317,0,0,3.1,9,JP Nagar,Quick Bites,South Indian,350,Dine-out,JP Nagar
22318,0,0,2.9,33,JP Nagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22319,0,0,3.2,5,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22320,0,0,3.2,4,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22321,0,0,0.0,0,JP Nagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22322,0,0,0.0,0,JP Nagar,Quick Bites,"South Indian, North Indian",300,Dine-out,JP Nagar
22323,0,0,3.6,34,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22324,0,0,0.0,0,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22325,0,0,0.0,0,JP Nagar,Quick Bites,South Indian,350,Dine-out,JP Nagar
22326,0,0,0.0,0,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22327,0,0,0.0,0,JP Nagar,other,North Indian,500,Dine-out,JP Nagar
22328,0,0,0.0,0,JP Nagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22329,1,0,3.0,39,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22330,1,0,3.1,22,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22331,1,0,3.9,33,JP Nagar,other,other,600,Dine-out,JP Nagar
22332,0,0,0.0,0,JP Nagar,other,other,200,Dine-out,JP Nagar
22333,1,0,0.0,0,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22334,1,0,3.7,37,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22335,0,0,3.5,4,JP Nagar,Quick Bites,"South Indian, North Indian",200,Dine-out,JP Nagar
22336,0,0,0.0,0,JP Nagar,Quick Bites,Fast Food,250,Dine-out,JP Nagar
22337,0,0,3.2,4,JP Nagar,Quick Bites,other,150,Dine-out,JP Nagar
22338,0,0,3.3,4,JP Nagar,Quick Bites,South Indian,250,Dine-out,JP Nagar
22339,0,0,0.0,0,JP Nagar,Quick Bites,other,150,Dine-out,JP Nagar
22340,0,0,0.0,0,JP Nagar,Quick Bites,Biryani,250,Dine-out,JP Nagar
22341,0,0,3.2,4,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22342,0,0,3.5,16,JP Nagar,Quick Bites,Biryani,300,Dine-out,JP Nagar
22343,0,0,0.0,0,JP Nagar,Quick Bites,"North Indian, South Indian",150,Dine-out,JP Nagar
22344,0,0,0.0,0,JP Nagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22345,0,0,3.5,13,JP Nagar,Quick Bites,"North Indian, Chinese",500,Dine-out,JP Nagar
22346,0,0,0.0,0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,JP Nagar
22347,0,0,3.232387726934919,0,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22348,0,0,3.4,6,JP Nagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22349,0,0,0.0,0,JP Nagar,Quick Bites,"North Indian, Chinese",600,Dine-out,JP Nagar
22350,0,0,3.232387726934919,0,JP Nagar,Quick Bites,South Indian,150,Dine-out,JP Nagar
22351,0,0,3.0,25,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22352,0,0,3.3,6,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22353,1,0,3.232387726934919,0,JP Nagar,Quick Bites,South Indian,150,Dine-out,JP Nagar
22354,0,0,0.0,0,JP Nagar,Quick Bites,Chinese,400,Dine-out,JP Nagar
22355,0,0,0.0,0,JP Nagar,Quick Bites,Fast Food,300,Dine-out,JP Nagar
22356,0,0,0.0,0,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22357,0,0,0.0,0,JP Nagar,Quick Bites,North Indian,250,Dine-out,JP Nagar
22358,0,0,0.0,0,JP Nagar,Quick Bites,"North Indian, Chinese",400,Dine-out,JP Nagar
22359,0,0,0.0,0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",150,Dine-out,JP Nagar
22360,0,0,3.232387726934919,0,JP Nagar,Quick Bites,other,500,Dine-out,JP Nagar
22361,0,0,2.9,4,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22362,1,0,0.0,0,JP Nagar,Quick Bites,other,400,Dine-out,JP Nagar
22363,1,0,3.5,4,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22364,1,0,0.0,0,JP Nagar,Quick Bites,other,150,Dine-out,JP Nagar
22365,1,0,3.5,11,JP Nagar,Quick Bites,"South Indian, North Indian",200,Dine-out,JP Nagar
22366,1,0,3.9,153,JP Nagar,other,other,400,Dine-out,JP Nagar
22367,1,0,3.1,10,JP Nagar,other,other,500,Dine-out,JP Nagar
22368,0,0,3.5,14,JP Nagar,Quick Bites,other,250,Dine-out,JP Nagar
22369,1,0,3.4,35,JP Nagar,Quick Bites,other,200,Dine-out,JP Nagar
22370,1,0,3.6,8,JP Nagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22371,1,0,3.9,62,JP Nagar,Quick Bites,other,300,Dine-out,JP Nagar
22372,1,0,3.5,14,JP Nagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22373,1,1,4.4,2496,Bannerghatta Road,other,other,900,Dine-out,JP Nagar
22374,0,1,4.4,2075,Bannerghatta Road,other,other,1200,Dine-out,JP Nagar
22375,0,1,4.5,787,Bannerghatta Road,Casual Dining,other,1500,Dine-out,JP Nagar
22376,1,1,4.4,2241,Bannerghatta Road,"Casual Dining, Bar",other,1200,Dine-out,JP Nagar
22377,0,1,4.3,966,Bannerghatta Road,"Casual Dining, Bar",other,1000,Dine-out,JP Nagar
22378,0,0,4.2,1292,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22379,1,1,4.2,1976,Bannerghatta Road,Casual Dining,other,1000,Dine-out,JP Nagar
22380,1,0,4.6,409,Bannerghatta Road,Casual Dining,other,1000,Dine-out,JP Nagar
22381,1,0,3.232387726934919,0,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22382,1,0,3.6,798,Bannerghatta Road,Casual Dining,other,550,Dine-out,JP Nagar
22383,1,0,4.0,539,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22384,1,0,3.7,32,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",800,Dine-out,JP Nagar
22385,1,1,4.1,1027,Bannerghatta Road,Casual Dining,North Indian,1000,Dine-out,JP Nagar
22386,1,1,4.0,743,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22387,1,0,3.7,111,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22388,0,0,3.232387726934919,0,Bannerghatta Road,Cafe,other,600,Dine-out,JP Nagar
22389,1,0,3.8,18,Bannerghatta Road,Casual Dining,other,700,Dine-out,JP Nagar
22390,0,0,3.9,124,Bannerghatta Road,Cafe,other,500,Dine-out,JP Nagar
22391,1,0,3.9,50,Bannerghatta Road,Cafe,Cafe,600,Dine-out,JP Nagar
22392,1,0,2.7,426,Bannerghatta Road,Casual Dining,other,400,Dine-out,JP Nagar
22393,1,0,4.0,101,Bannerghatta Road,Casual Dining,other,500,Dine-out,JP Nagar
22394,1,0,3.2,136,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out,JP Nagar
22395,1,0,3.0,38,Bannerghatta Road,Casual Dining,other,550,Dine-out,JP Nagar
22396,1,1,3.5,551,Bannerghatta Road,Casual Dining,other,600,Dine-out,JP Nagar
22397,1,0,3.1,122,Bannerghatta Road,Quick Bites,other,500,Dine-out,JP Nagar
22398,1,0,3.5,9,Bannerghatta Road,Casual Dining,other,650,Dine-out,JP Nagar
22399,1,0,3.232387726934919,0,Bannerghatta Road,Casual Dining,other,600,Dine-out,JP Nagar
22400,0,0,2.9,107,Bannerghatta Road,Casual Dining,"North Indian, Chinese",450,Dine-out,JP Nagar
22401,0,1,2.9,200,Bannerghatta Road,Casual Dining,other,1000,Dine-out,JP Nagar
22402,0,0,3.3,67,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Dine-out,JP Nagar
22403,0,0,2.8,80,Bannerghatta Road,Casual Dining,other,650,Dine-out,JP Nagar
22404,0,1,3.6,39,Bannerghatta Road,other,other,800,Dine-out,JP Nagar
22405,0,0,3.6,13,Bannerghatta Road,Cafe,Cafe,700,Dine-out,JP Nagar
22406,1,0,3.2,51,Bannerghatta Road,Quick Bites,"North Indian, Chinese",400,Dine-out,JP Nagar
22407,1,0,2.6,170,Bannerghatta Road,Casual Dining,other,600,Dine-out,JP Nagar
22408,0,0,3.4,66,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22409,0,0,2.9,59,Bannerghatta Road,Casual Dining,"Chinese, North Indian",500,Dine-out,JP Nagar
22410,0,0,3.6,21,Bannerghatta Road,Casual Dining,other,600,Dine-out,JP Nagar
22411,1,1,2.9,90,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22412,0,0,0.0,0,Bannerghatta Road,Casual Dining,other,600,Dine-out,JP Nagar
22413,0,0,2.2,90,Bannerghatta Road,Casual Dining,"North Indian, Chinese",750,Dine-out,JP Nagar
22414,0,0,3.3,14,Bannerghatta Road,other,other,700,Dine-out,JP Nagar
22415,0,0,3.7,9,Bannerghatta Road,Cafe,other,400,Dine-out,JP Nagar
22416,1,0,3.1,4,Bannerghatta Road,Casual Dining,other,650,Dine-out,JP Nagar
22417,0,0,0.0,0,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out,JP Nagar
22418,0,0,0.0,0,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Dine-out,JP Nagar
22419,0,0,0.0,0,Bannerghatta Road,Casual Dining,North Indian,500,Dine-out,JP Nagar
22420,0,0,3.232387726934919,0,Bannerghatta Road,Casual Dining,other,800,Dine-out,JP Nagar
22421,0,0,2.3,291,Bannerghatta Road,Casual Dining,other,250,Dine-out,JP Nagar
22422,1,0,3.3,22,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Dine-out,JP Nagar
22423,1,0,3.9,54,Bannerghatta Road,Quick Bites,other,400,Dine-out,JP Nagar
22424,1,0,3.6,19,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22425,1,0,3.9,121,Bannerghatta Road,Quick Bites,other,300,Dine-out,JP Nagar
22426,1,0,3.9,190,Bannerghatta Road,Dessert Parlor,other,400,Dine-out,JP Nagar
22427,1,0,3.8,32,Bannerghatta Road,Quick Bites,South Indian,150,Dine-out,JP Nagar
22428,1,0,3.7,22,Bannerghatta Road,Quick Bites,other,400,Dine-out,JP Nagar
22429,1,0,3.7,11,Bannerghatta Road,Quick Bites,other,250,Dine-out,JP Nagar
